summary_level,scenario,scenario_label,domain,language,language_label,lang_id,expected_language,agent_llm,agent_family,experiment_count,task_count,turns_total,detected_turns,english_turns,non_target_turns,target_turns,english_turn_share,non_target_turn_share,target_turn_share,median_task_english_turn_share,median_task_non_target_turn_share,median_first_non_target_turn,detected_lang_proportion,non_target_lang_proportion,detected_lang_proportion_json,non_target_lang_proportion_json
domain_language,1-english-only,English,retail,english,EN,en,en,,,3,114,5665,5665,5665,0,5665,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,1-english-only,English,telecom,english,EN,en,en,,,3,114,9231,9231,9230,1,9230,0.999892,0.000108,0.999892,1.0,0.0,26.0,en_1.000|pa_0.000,pa_0.000,"{""en"":0.999892,""pa"":0.000108}","{""pa"":0.000108}"
domain_language,2-multilingual-tools,L2 Tools,airline,chinese,ZH,zh,en,,,2,50,1523,1523,1523,0,1523,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,airline,filipino,TL,tl,en,,,2,50,1508,1508,1508,0,1508,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,airline,indonesian,ID,id,en,,,2,50,1481,1481,1481,0,1481,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,airline,thai,TH,th,en,,,2,50,1540,1540,1540,0,1540,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,airline,tool_mix_2,Mix 2,en,en,,,2,50,1444,1444,1443,1,1443,0.999307,0.000693,0.999307,1.0,0.0,43.0,en_0.999|el_0.001,el_0.001,"{""el"":0.000693,""en"":0.999307}","{""el"":0.000693}"
domain_language,2-multilingual-tools,L2 Tools,airline,tool_mix_3,Mix 3,en,en,,,2,50,1537,1537,1537,0,1537,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,airline,tool_mix_4,Mix 4,en,en,,,2,50,1509,1509,1509,0,1509,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,airline,tool_mix_5,Mix 5,en,en,,,2,50,1487,1487,1487,0,1487,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,airline,vietnamese,VI,vi,en,,,2,50,1487,1487,1487,0,1487,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,retail,chinese,ZH,zh,en,,,2,114,3611,3611,3611,0,3611,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,retail,filipino,TL,tl,en,,,2,114,3654,3654,3654,0,3654,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,retail,indonesian,ID,id,en,,,2,114,3646,3646,3646,0,3646,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,retail,thai,TH,th,en,,,2,114,3645,3645,3645,0,3645,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,retail,tool_mix_2,Mix 2,en,en,,,2,114,3630,3630,3630,0,3630,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,retail,tool_mix_3,Mix 3,en,en,,,2,114,3718,3718,3718,0,3718,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,retail,tool_mix_4,Mix 4,en,en,,,2,114,3787,3787,3787,0,3787,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,retail,tool_mix_5,Mix 5,en,en,,,2,114,3736,3736,3736,0,3736,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,retail,vietnamese,VI,vi,en,,,2,114,3691,3691,3691,0,3691,1.0,0.0,1.0,1.0,0.0,,en_1.000,,"{""en"":1.0}",{}
domain_language,2-multilingual-tools,L2 Tools,telecom,chinese,ZH,zh,en,,,2,114,7189,7189,7102,87,7102,0.987898,0.012102,0.987898,1.0,0.0,32.0,en_0.988|ko_0.011|si_0.001|la_0.000|pa_0.000,ko_0.011|si_0.001|la_0.000|pa_0.000,"{""en"":0.987898,""ko"":0.011267,""la"":0.000139,""pa"":0.000139,""si"":0.000556}","{""ko"":0.011267,""la"":0.000139,""pa"":0.000139,""si"":0.000556}"
domain_language,2-multilingual-tools,L2 Tools,telecom,filipino,TL,tl,en,,,2,114,6811,6811,6731,80,6731,0.988254,0.011746,0.988254,1.0,0.0,26.0,en_0.988|ko_0.011|si_0.001,ko_0.011|si_0.001,"{""en"":0.988254,""ko"":0.011012,""si"":0.000734}","{""ko"":0.011012,""si"":0.000734}"
domain_language,2-multilingual-tools,L2 Tools,telecom,indonesian,ID,id,en,,,2,114,6714,6714,6658,56,6658,0.991659,0.008341,0.991659,1.0,0.0,28.0,en_0.992|ko_0.008|si_0.001,ko_0.008|si_0.001,"{""en"":0.991659,""ko"":0.007745,""si"":0.000596}","{""ko"":0.007745,""si"":0.000596}"
domain_language,2-multilingual-tools,L2 Tools,telecom,thai,TH,th,en,,,2,114,6432,6432,6397,35,6397,0.994558,0.005442,0.994558,1.0,0.0,34.0,en_0.995|ko_0.005,ko_0.005,"{""en"":0.994558,""ko"":0.005442}","{""ko"":0.005442}"
domain_language,2-multilingual-tools,L2 Tools,telecom,tool_mix_2,Mix 2,en,en,,,2,114,6760,6760,6696,64,6696,0.990533,0.009467,0.990533,1.0,0.0,25.0,en_0.991|ko_0.009|si_0.000|ja_0.000,ko_0.009|si_0.000|ja_0.000,"{""en"":0.990533,""ja"":0.000148,""ko"":0.009024,""si"":0.000296}","{""ja"":0.000148,""ko"":0.009024,""si"":0.000296}"
domain_language,2-multilingual-tools,L2 Tools,telecom,tool_mix_3,Mix 3,en,en,,,2,114,6666,6666,6603,63,6603,0.990549,0.009451,0.990549,1.0,0.0,30.0,en_0.991|ko_0.009|si_0.001,ko_0.009|si_0.001,"{""en"":0.990549,""ko"":0.008851,""si"":0.0006}","{""ko"":0.008851,""si"":0.0006}"
domain_language,2-multilingual-tools,L2 Tools,telecom,tool_mix_4,Mix 4,en,en,,,2,114,6563,6563,6509,54,6509,0.991772,0.008228,0.991772,1.0,0.0,29.0,en_0.992|ko_0.007|si_0.001,ko_0.007|si_0.001,"{""en"":0.991772,""ko"":0.007161,""si"":0.001067}","{""ko"":0.007161,""si"":0.001067}"
domain_language,2-multilingual-tools,L2 Tools,telecom,tool_mix_5,Mix 5,en,en,,,2,114,6630,6630,6570,60,6570,0.99095,0.00905,0.99095,1.0,0.0,28.0,en_0.991|ko_0.008|si_0.001,ko_0.008|si_0.001,"{""en"":0.99095,""ko"":0.008446,""si"":0.000603}","{""ko"":0.008446,""si"":0.000603}"
domain_language,2-multilingual-tools,L2 Tools,telecom,vietnamese,VI,vi,en,,,2,114,6948,6948,6874,74,6874,0.989349,0.010651,0.989349,1.0,0.0,33.0,en_0.989|ko_0.010|si_0.000,ko_0.010|si_0.000,"{""en"":0.989349,""ko"":0.010219,""si"":0.000432}","{""ko"":0.010219,""si"":0.000432}"
domain_language,3-crosslingual,L2 Interaction,airline,chinese,ZH,zh,zh,,,4,50,2663,2663,276,277,2386,0.103643,0.104018,0.895982,0.064584,0.064584,17.0,zh_0.896|en_0.104|ja_0.000,en_0.104|ja_0.000,"{""en"":0.103643,""ja"":0.000376,""zh"":0.895982}","{""en"":0.103643,""ja"":0.000376}"
domain_language,3-crosslingual,L2 Interaction,airline,filipino,TL,tl,tl,,,4,50,2840,2840,591,592,2248,0.208099,0.208451,0.791549,0.189904,0.189904,16.0,tl_0.792|en_0.208|es_0.000,en_0.208|es_0.000,"{""en"":0.208099,""es"":0.000352,""tl"":0.791549}","{""en"":0.208099,""es"":0.000352}"
domain_language,3-crosslingual,L2 Interaction,airline,indonesian,ID,id,id,,,4,50,2887,2887,211,225,2662,0.073086,0.077936,0.922064,0.041667,0.055556,16.0,id_0.922|en_0.073|zh_0.002|ja_0.001|es_0.001|lv_0.000|ms_0.000,en_0.073|zh_0.002|ja_0.001|es_0.001|lv_0.000|ms_0.000,"{""en"":0.073086,""es"":0.000693,""id"":0.922064,""ja"":0.001039,""lv"":0.000346,""ms"":0.000346,""zh"":0.002425}","{""en"":0.073086,""es"":0.000693,""ja"":0.001039,""lv"":0.000346,""ms"":0.000346,""zh"":0.002425}"
domain_language,3-crosslingual,L2 Interaction,airline,thai,TH,th,th,,,4,50,2618,2618,194,194,2424,0.074102,0.074102,0.925898,0.047619,0.047619,15.0,th_0.926|en_0.074,en_0.074,"{""en"":0.074102,""th"":0.925898}","{""en"":0.074102}"
domain_language,3-crosslingual,L2 Interaction,airline,vietnamese,VI,vi,vi,,,4,50,2839,2839,192,192,2647,0.067629,0.067629,0.932371,0.050126,0.050126,16.0,vi_0.932|en_0.068,en_0.068,"{""en"":0.067629,""vi"":0.932371}","{""en"":0.067629}"
domain_language,3-crosslingual,L2 Interaction,retail,chinese,ZH,zh,zh,,,4,114,7039,7039,338,341,6698,0.048018,0.048444,0.951556,0.0,0.0,20.0,zh_0.952|en_0.048|ko_0.000|hu_0.000,en_0.048|ko_0.000|hu_0.000,"{""en"":0.048018,""hu"":0.000142,""ko"":0.000284,""zh"":0.951556}","{""en"":0.048018,""hu"":0.000142,""ko"":0.000284}"
domain_language,3-crosslingual,L2 Interaction,retail,filipino,TL,tl,tl,,,4,114,7664,7664,1478,1479,6185,0.19285,0.19298,0.80702,0.086957,0.086957,16.0,tl_0.807|en_0.193|sco_0.000,en_0.193|sco_0.000,"{""en"":0.19285,""sco"":0.00013,""tl"":0.80702}","{""en"":0.19285,""sco"":0.00013}"
domain_language,3-crosslingual,L2 Interaction,retail,indonesian,ID,id,id,,,4,114,7106,7106,136,147,6959,0.019139,0.020687,0.979313,0.0,0.0,20.0,id_0.979|en_0.019|ms_0.001|ja_0.000|jv_0.000,en_0.019|ms_0.001|ja_0.000|jv_0.000,"{""en"":0.019139,""id"":0.979313,""ja"":0.000422,""jv"":0.000141,""ms"":0.000985}","{""en"":0.019139,""ja"":0.000422,""jv"":0.000141,""ms"":0.000985}"
domain_language,3-crosslingual,L2 Interaction,retail,thai,TH,th,th,,,3,114,5101,5101,77,77,5024,0.015095,0.015095,0.984905,0.0,0.0,20.0,th_0.985|en_0.015,en_0.015,"{""en"":0.015095,""th"":0.984905}","{""en"":0.015095}"
domain_language,3-crosslingual,L2 Interaction,retail,vietnamese,VI,vi,vi,,,4,114,7267,7267,97,97,7170,0.013348,0.013348,0.986652,0.0,0.0,19.0,vi_0.987|en_0.013,en_0.013,"{""en"":0.013348,""vi"":0.986652}","{""en"":0.013348}"
domain_language,3-crosslingual,L2 Interaction,telecom,chinese,ZH,zh,zh,,,4,114,8805,8805,293,294,8511,0.033277,0.03339,0.96661,0.0,0.0,50.0,zh_0.967|en_0.033|ja_0.000,en_0.033|ja_0.000,"{""en"":0.033277,""ja"":0.000114,""zh"":0.96661}","{""en"":0.033277,""ja"":0.000114}"
domain_language,3-crosslingual,L2 Interaction,telecom,filipino,TL,tl,tl,,,4,114,10594,10594,483,484,10110,0.045592,0.045686,0.954314,0.030303,0.030303,44.0,tl_0.954|en_0.046|ja_0.000,en_0.046|ja_0.000,"{""en"":0.045592,""ja"":9.4e-05,""tl"":0.954314}","{""en"":0.045592,""ja"":9.4e-05}"
domain_language,3-crosslingual,L2 Interaction,telecom,indonesian,ID,id,id,,,3,114,9291,9291,353,384,8907,0.037994,0.04133,0.95867,0.025641,0.032796,50.0,id_0.959|en_0.038|zh_0.002|es_0.001|ms_0.001|ja_0.000,en_0.038|zh_0.002|es_0.001|ms_0.001|ja_0.000,"{""en"":0.037994,""es"":0.000861,""id"":0.95867,""ja"":0.000108,""ms"":0.000538,""zh"":0.00183}","{""en"":0.037994,""es"":0.000861,""ja"":0.000108,""ms"":0.000538,""zh"":0.00183}"
domain_language,3-crosslingual,L2 Interaction,telecom,thai,TH,th,th,,,3,114,7295,7295,400,400,6895,0.054832,0.054832,0.945168,0.052632,0.052632,46.0,th_0.945|en_0.055,en_0.055,"{""en"":0.054832,""th"":0.945168}","{""en"":0.054832}"
domain_language,3-crosslingual,L2 Interaction,telecom,vietnamese,VI,vi,vi,,,3,114,9216,9216,367,367,8849,0.039822,0.039822,0.960178,0.03125,0.03125,54.0,vi_0.960|en_0.040,en_0.040,"{""en"":0.039822,""vi"":0.960178}","{""en"":0.039822}"
domain_language,4-translated,L2 Domain,airline,chinese,ZH,zh,zh,,,4,50,3045,3045,30,33,3012,0.009852,0.010837,0.989163,0.0,0.0,19.0,zh_0.989|en_0.010|ko_0.001,en_0.010|ko_0.001,"{""en"":0.009852,""ko"":0.000985,""zh"":0.989163}","{""en"":0.009852,""ko"":0.000985}"
domain_language,4-translated,L2 Domain,airline,filipino,TL,tl,tl,,,3,50,2044,2044,175,175,1869,0.085616,0.085616,0.914384,0.071429,0.071429,15.0,tl_0.914|en_0.086,en_0.086,"{""en"":0.085616,""tl"":0.914384}","{""en"":0.085616}"
domain_language,4-translated,L2 Domain,airline,indonesian,ID,id,id,,,3,50,2121,2121,171,173,1948,0.080622,0.081565,0.918435,0.0625,0.064584,14.0,id_0.918|en_0.081|de_0.000|it_0.000,en_0.081|de_0.000|it_0.000,"{""de"":0.000471,""en"":0.080622,""id"":0.918435,""it"":0.000471}","{""de"":0.000471,""en"":0.080622,""it"":0.000471}"
domain_language,4-translated,L2 Domain,airline,thai,TH,th,th,,,4,50,2897,2897,4,4,2893,0.001381,0.001381,0.998619,0.0,0.0,16.0,th_0.999|en_0.001,en_0.001,"{""en"":0.001381,""th"":0.998619}","{""en"":0.001381}"
domain_language,4-translated,L2 Domain,airline,vietnamese,VI,vi,vi,,,4,50,3154,3154,2,2,3152,0.000634,0.000634,0.999366,0.0,0.0,11.0,vi_0.999|en_0.001,en_0.001,"{""en"":0.000634,""vi"":0.999366}","{""en"":0.000634}"
domain_language,4-translated,L2 Domain,retail,chinese,ZH,zh,zh,,,3,114,6990,6990,62,65,6925,0.00887,0.009299,0.990701,0.0,0.0,20.0,zh_0.991|en_0.009|ko_0.000,en_0.009|ko_0.000,"{""en"":0.00887,""ko"":0.000429,""zh"":0.990701}","{""en"":0.00887,""ko"":0.000429}"
domain_language,4-translated,L2 Domain,retail,filipino,TL,tl,tl,,,3,114,6419,6419,256,262,6157,0.039882,0.040816,0.959184,0.0,0.0,26.0,tl_0.959|en_0.040|ms_0.001|su_0.000,en_0.040|ms_0.001|su_0.000,"{""en"":0.039882,""ms"":0.000779,""su"":0.000156,""tl"":0.959184}","{""en"":0.039882,""ms"":0.000779,""su"":0.000156}"
domain_language,4-translated,L2 Domain,retail,indonesian,ID,id,id,,,4,114,8017,8017,246,255,7762,0.030685,0.031807,0.968193,0.0,0.0,28.0,id_0.968|en_0.031|ms_0.001,en_0.031|ms_0.001,"{""en"":0.030685,""id"":0.968193,""ms"":0.001123}","{""en"":0.030685,""ms"":0.001123}"
domain_language,4-translated,L2 Domain,retail,thai,TH,th,th,,,3,114,6406,6406,7,7,6399,0.001093,0.001093,0.998907,0.0,0.0,8.0,th_0.999|en_0.001,en_0.001,"{""en"":0.001093,""th"":0.998907}","{""en"":0.001093}"
domain_language,4-translated,L2 Domain,retail,vietnamese,VI,vi,vi,,,3,114,6196,6196,5,5,6191,0.000807,0.000807,0.999193,0.0,0.0,18.0,vi_0.999|en_0.001,en_0.001,"{""en"":0.000807,""vi"":0.999193}","{""en"":0.000807}"
domain_language,4-translated,L2 Domain,telecom,chinese,ZH,zh,zh,,,3,114,8373,8373,1124,1157,7216,0.134241,0.138182,0.861818,0.0,0.0,26.0,zh_0.862|en_0.134|ko_0.004,en_0.134|ko_0.004,"{""en"":0.134241,""ko"":0.003941,""zh"":0.861818}","{""en"":0.134241,""ko"":0.003941}"
domain_language,4-translated,L2 Domain,telecom,filipino,TL,tl,tl,,,3,114,9867,9867,1119,1146,8721,0.113408,0.116145,0.883855,0.057984,0.057984,40.0,tl_0.884|en_0.113|ko_0.002|id_0.000|si_0.000,en_0.113|ko_0.002|id_0.000|si_0.000,"{""en"":0.113408,""id"":0.000203,""ko"":0.002432,""si"":0.000101,""tl"":0.883855}","{""en"":0.113408,""id"":0.000203,""ko"":0.002432,""si"":0.000101}"
domain_language,4-translated,L2 Domain,telecom,indonesian,ID,id,id,,,3,114,9828,9828,52,82,9746,0.005291,0.008344,0.991656,0.0,0.0,32.0,id_0.992|en_0.005|es_0.003|ms_0.000,en_0.005|es_0.003|ms_0.000,"{""en"":0.005291,""es"":0.002646,""id"":0.991656,""ms"":0.000407}","{""en"":0.005291,""es"":0.002646,""ms"":0.000407}"
domain_language,4-translated,L2 Domain,telecom,thai,TH,th,th,,,3,114,9710,9710,563,582,9128,0.057981,0.059938,0.940062,0.0,0.0,34.0,th_0.940|en_0.058|ko_0.001|zh_0.000|mk_0.000|si_0.000,en_0.058|ko_0.001|zh_0.000|mk_0.000|si_0.000,"{""en"":0.057981,""ko"":0.001339,""mk"":0.000103,""si"":0.000103,""th"":0.940062,""zh"":0.000412}","{""en"":0.057981,""ko"":0.001339,""mk"":0.000103,""si"":0.000103,""zh"":0.000412}"
domain_language,4-translated,L2 Domain,telecom,vietnamese,VI,vi,vi,,,2,114,6522,6522,583,586,5936,0.08939,0.08985,0.91015,0.068966,0.068966,48.0,vi_0.910|en_0.089|ko_0.000|la_0.000,en_0.089|ko_0.000|la_0.000,"{""en"":0.08939,""ko"":0.000307,""la"":0.000153,""vi"":0.91015}","{""en"":0.08939,""ko"":0.000307,""la"":0.000153}"
