scenario,scenario_label,domain,language,language_label,lang_id,expected_language,agent_llm,agent_family,normalized_agent_llm,simulation_source,task_id,turns_total,trials_observed,english_turns,non_target_turns,target_turns,english_turn_share,non_target_turn_share,target_turn_share,first_non_target_turn,detected_lang_proportion,detected_lang_proportion_json
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],21,3,3,3,18,0.142857,0.142857,0.857143,32,vi_0.857|en_0.143,"{""en"":0.142857,""vi"":0.857143}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],15,3,1,1,14,0.066667,0.066667,0.933333,54,vi_0.933|en_0.067,"{""en"":0.066667,""vi"":0.933333}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],18,3,1,1,17,0.055556,0.055556,0.944444,76,vi_0.944|en_0.056,"{""en"":0.055556,""vi"":0.944444}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],32,3,1,1,31,0.03125,0.03125,0.96875,74,vi_0.969|en_0.031,"{""en"":0.03125,""vi"":0.96875}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],18,3,2,2,16,0.111111,0.111111,0.888889,32,vi_0.889|en_0.111,"{""en"":0.111111,""vi"":0.888889}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],10,3,1,1,9,0.1,0.1,0.9,68,vi_0.900|en_0.100,"{""en"":0.1,""vi"":0.9}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|break_app_both_permissions[PERSONA:Easy],11,3,1,1,10,0.090909,0.090909,0.909091,30,vi_0.909|en_0.091,"{""en"":0.090909,""vi"":0.909091}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],18,3,2,2,16,0.111111,0.111111,0.888889,44,vi_0.889|en_0.111,"{""en"":0.111111,""vi"":0.888889}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Hard],25,3,2,2,23,0.08,0.08,0.92,34,vi_0.920|en_0.080,"{""en"":0.08,""vi"":0.92}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],18,3,1,1,17,0.055556,0.055556,0.944444,48,vi_0.944|en_0.056,"{""en"":0.055556,""vi"":0.944444}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_off[PERSONA:None],15,3,3,3,12,0.2,0.2,0.8,36,vi_0.800|en_0.200,"{""en"":0.2,""vi"":0.8}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:None],17,3,2,2,15,0.117647,0.117647,0.882353,36,vi_0.882|en_0.118,"{""en"":0.117647,""vi"":0.882353}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],26,3,2,2,24,0.076923,0.076923,0.923077,54,vi_0.923|en_0.077,"{""en"":0.076923,""vi"":0.923077}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded[PERSONA:Hard],18,3,0,0,18,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],9,3,0,0,9,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_wifi_calling|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],7,3,0,0,7,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]bad_wifi_calling|data_mode_off|data_usage_exceeded[PERSONA:Easy],21,3,2,2,19,0.095238,0.095238,0.904762,30,vi_0.905|en_0.095,"{""en"":0.095238,""vi"":0.904762}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]break_apn_mms_setting|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],38,3,2,2,36,0.052632,0.052632,0.947368,64,vi_0.947|en_0.053,"{""en"":0.052632,""vi"":0.947368}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],18,3,0,0,18,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Hard],21,3,3,3,18,0.142857,0.142857,0.857143,34,vi_0.857|en_0.143,"{""en"":0.142857,""vi"":0.857143}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],22,3,1,1,21,0.045455,0.045455,0.954545,60,vi_0.955|en_0.045,"{""en"":0.045455,""vi"":0.954545}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],21,3,0,0,21,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]break_app_sms_permission|data_mode_off[PERSONA:None],26,3,1,1,25,0.038462,0.038462,0.961538,56,vi_0.962|en_0.038,"{""en"":0.038462,""vi"":0.961538}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],19,3,2,2,17,0.105263,0.105263,0.894737,40,vi_0.895|en_0.105,"{""en"":0.105263,""vi"":0.894737}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],8,3,1,1,7,0.125,0.125,0.875,58,vi_0.875|en_0.125,"{""en"":0.125,""vi"":0.875}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mms_issue]break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],29,3,1,1,28,0.034483,0.034483,0.965517,68,vi_0.966|en_0.034,"{""en"":0.034483,""vi"":0.965517}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference[PERSONA:Hard],29,3,0,0,29,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],14,3,1,1,13,0.071429,0.071429,0.928571,40,vi_0.929|en_0.071,"{""en"":0.071429,""vi"":0.928571}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],18,3,2,2,16,0.111111,0.111111,0.888889,58,vi_0.889|en_0.111,"{""en"":0.111111,""vi"":0.888889}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],21,3,3,3,18,0.142857,0.142857,0.857143,56,vi_0.857|en_0.143,"{""en"":0.142857,""vi"":0.857143}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_saver_mode_on|user_abroad_roaming_disabled_off[PERSONA:Hard],21,3,2,2,19,0.095238,0.095238,0.904762,52,vi_0.905|en_0.095,"{""en"":0.095238,""vi"":0.904762}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:Easy],23,3,2,2,21,0.086957,0.086957,0.913043,64,vi_0.913|en_0.087,"{""en"":0.086957,""vi"":0.913043}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],30,3,3,3,27,0.1,0.1,0.9,56,vi_0.900|en_0.100,"{""en"":0.1,""vi"":0.9}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|bad_vpn|data_saver_mode_on|user_abroad_roaming_disabled_on[PERSONA:Easy],23,3,1,1,22,0.043478,0.043478,0.956522,52,vi_0.957|en_0.043,"{""en"":0.043478,""vi"":0.956522}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on[PERSONA:Hard],17,3,1,1,16,0.058824,0.058824,0.941176,50,vi_0.941|en_0.059,"{""en"":0.058824,""vi"":0.941176}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],14,3,3,3,11,0.214286,0.214286,0.785714,42,vi_0.786|en_0.214,"{""en"":0.214286,""vi"":0.785714}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],18,3,1,1,17,0.055556,0.055556,0.944444,60,vi_0.944|en_0.056,"{""en"":0.055556,""vi"":0.944444}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],25,3,2,2,23,0.08,0.08,0.92,48,vi_0.920|en_0.080,"{""en"":0.08,""vi"":0.92}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_saver_mode_on|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],22,3,2,2,20,0.090909,0.090909,0.909091,46,vi_0.909|en_0.091,"{""en"":0.090909,""vi"":0.909091}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Easy],26,3,1,1,25,0.038462,0.038462,0.961538,64,vi_0.962|en_0.038,"{""en"":0.038462,""vi"":0.961538}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|bad_network_preference|user_abroad_roaming_enabled_off[PERSONA:Easy],20,3,1,1,19,0.05,0.05,0.95,54,vi_0.950|en_0.050,"{""en"":0.05,""vi"":0.95}"
l2_interaction,L2 Interaction,telecom,vietnamese,VI,vi,vi,openai//project/lt200394-thllmV/jab/seacrowd/models/Qwen/Qwen3-235B-A22B-Instruct-2507-FP8,qwen-3-235b-it,qwen-3-235b-it,data/simulations/l2_interaction/20260509_173928_telecom_llm_agent_Qwen3-235B-A22B-Instruct-2507-FP8_user_simulator_Qwen3-235B-A22B-Instruct-2507-FP8_crosslingual_vietnamese,[mobile_data_issue]airplane_mode_on|data_mode_off[PERSONA:None],11,3,0,0,11,0.0,0.0,1.0,,vi_1.000,"{""vi"":1.0}"
