setting,language,domain,role,category,severity,count,turns,total_sims
L2 Interaction,Thai,retail,user,irrelevant_tool_call,benign,0,1635,342
L2 Interaction,Thai,retail,user,tool_call_schema_error,critical,0,1635,342
L2 Interaction,Thai,retail,user,tool_call_schema_error,benign,0,1635,342
L2 Interaction,Thai,retail,user,revealed_info_early,critical,2,1635,342
L2 Interaction,Thai,retail,user,revealed_info_early,benign,0,1635,342
L2 Interaction,Thai,retail,user,other,critical,2,1635,342
L2 Interaction,Thai,retail,user,other,benign,10,1635,342
L2 Interaction,Thai,retail,user,interruption_error,critical,0,1635,342
L2 Interaction,Thai,retail,user,interruption_error,benign,0,1635,342
L2 Interaction,Indonesian,retail,agent,outcome,critical,117,1699,342
L2 Interaction,Indonesian,retail,agent,outcome,benign,65,1699,342
L2 Interaction,Indonesian,retail,agent,outcome,correct,160,1699,342
L2 Interaction,Indonesian,retail,agent,guideline_violation,critical,88,1699,342
L2 Interaction,Indonesian,retail,agent,guideline_violation,benign,83,1699,342
L2 Interaction,Indonesian,retail,agent,missed_required_action,critical,88,1699,342
L2 Interaction,Indonesian,retail,agent,missed_required_action,benign,55,1699,342
L2 Interaction,Indonesian,retail,agent,incorrect_interpretation,critical,38,1699,342
L2 Interaction,Indonesian,retail,agent,incorrect_interpretation,benign,54,1699,342
L2 Interaction,Indonesian,retail,agent,premature_termination,critical,11,1699,342
L2 Interaction,Indonesian,retail,agent,premature_termination,benign,0,1699,342
L2 Interaction,Indonesian,retail,agent,inconsistent_behavior,critical,8,1699,342
L2 Interaction,Indonesian,retail,agent,inconsistent_behavior,benign,15,1699,342
L2 Interaction,Indonesian,retail,agent,hallucination,critical,17,1699,342
L2 Interaction,Indonesian,retail,agent,hallucination,benign,17,1699,342
L2 Interaction,Indonesian,retail,agent,wrong_sequence,critical,19,1699,342
L2 Interaction,Indonesian,retail,agent,wrong_sequence,benign,20,1699,342
L2 Interaction,Indonesian,retail,agent,tool_call_argument_error,critical,8,1699,342
L2 Interaction,Indonesian,retail,agent,tool_call_argument_error,benign,6,1699,342
L2 Interaction,Indonesian,retail,agent,irrelevant_tool_call,critical,5,1699,342
L2 Interaction,Indonesian,retail,agent,irrelevant_tool_call,benign,5,1699,342
L2 Interaction,Indonesian,retail,agent,tool_call_schema_error,critical,1,1699,342
L2 Interaction,Indonesian,retail,agent,tool_call_schema_error,benign,5,1699,342
L2 Interaction,Indonesian,retail,agent,revealed_info_early,critical,4,1699,342
L2 Interaction,Indonesian,retail,agent,revealed_info_early,benign,2,1699,342
L2 Interaction,Indonesian,retail,agent,other,critical,2,1699,342
L2 Interaction,Indonesian,retail,agent,other,benign,1,1699,342
L2 Interaction,Indonesian,retail,agent,interruption_error,critical,0,1699,342
L2 Interaction,Indonesian,retail,agent,interruption_error,benign,0,1699,342
L2 Interaction,Indonesian,retail,user,outcome,critical,86,1666,342
L2 Interaction,Indonesian,retail,user,outcome,benign,121,1666,342
L2 Interaction,Indonesian,retail,user,outcome,correct,135,1666,342
L2 Interaction,Indonesian,retail,user,guideline_violation,critical,28,1666,342
L2 Interaction,Indonesian,retail,user,guideline_violation,benign,36,1666,342
L2 Interaction,Indonesian,retail,user,missed_required_action,critical,4,1666,342
L2 Interaction,Indonesian,retail,user,missed_required_action,benign,2,1666,342
L2 Interaction,Indonesian,retail,user,incorrect_interpretation,critical,6,1666,342
L2 Interaction,Indonesian,retail,user,incorrect_interpretation,benign,8,1666,342
L2 Interaction,Indonesian,retail,user,premature_termination,critical,12,1666,342
L2 Interaction,Indonesian,retail,user,premature_termination,benign,19,1666,342
L2 Interaction,Indonesian,retail,user,inconsistent_behavior,critical,38,1666,342
L2 Interaction,Indonesian,retail,user,inconsistent_behavior,benign,96,1666,342
L2 Interaction,Indonesian,retail,user,hallucination,critical,59,1666,342
L2 Interaction,Indonesian,retail,user,hallucination,benign,92,1666,342
L2 Interaction,Indonesian,retail,user,wrong_sequence,critical,0,1666,342
L2 Interaction,Indonesian,retail,user,wrong_sequence,benign,0,1666,342
L2 Interaction,Indonesian,retail,user,tool_call_argument_error,critical,0,1666,342
L2 Interaction,Indonesian,retail,user,tool_call_argument_error,benign,0,1666,342
L2 Interaction,Indonesian,retail,user,irrelevant_tool_call,critical,0,1666,342
L2 Interaction,Indonesian,retail,user,irrelevant_tool_call,benign,0,1666,342
L2 Interaction,Indonesian,retail,user,tool_call_schema_error,critical,0,1666,342
L2 Interaction,Indonesian,retail,user,tool_call_schema_error,benign,0,1666,342
L2 Interaction,Indonesian,retail,user,revealed_info_early,critical,0,1666,342
L2 Interaction,Indonesian,retail,user,revealed_info_early,benign,0,1666,342
L2 Interaction,Indonesian,retail,user,other,critical,1,1666,342
L2 Interaction,Indonesian,retail,user,other,benign,1,1666,342
L2 Interaction,Indonesian,retail,user,interruption_error,critical,0,1666,342
L2 Interaction,Indonesian,retail,user,interruption_error,benign,0,1666,342
L2 Interaction,Chinese,retail,agent,outcome,critical,109,1852,342
L2 Interaction,Chinese,retail,agent,outcome,benign,73,1852,342
L2 Interaction,Chinese,retail,agent,outcome,correct,160,1852,342
L2 Interaction,Chinese,retail,agent,guideline_violation,critical,71,1852,342
L2 Interaction,Chinese,retail,agent,guideline_violation,benign,59,1852,342
L2 Interaction,Chinese,retail,agent,missed_required_action,critical,93,1852,342
L2 Interaction,Chinese,retail,agent,missed_required_action,benign,53,1852,342
L2 Interaction,Chinese,retail,agent,incorrect_interpretation,critical,26,1852,342
L2 Interaction,Chinese,retail,agent,incorrect_interpretation,benign,44,1852,342
L2 Interaction,Chinese,retail,agent,premature_termination,critical,5,1852,342
L2 Interaction,Chinese,retail,agent,premature_termination,benign,7,1852,342
L2 Interaction,Chinese,retail,agent,inconsistent_behavior,critical,8,1852,342
L2 Interaction,Chinese,retail,agent,inconsistent_behavior,benign,28,1852,342
L2 Interaction,Chinese,retail,agent,hallucination,critical,13,1852,342
L2 Interaction,Chinese,retail,agent,hallucination,benign,11,1852,342
L2 Interaction,Chinese,retail,agent,wrong_sequence,critical,19,1852,342
L2 Interaction,Chinese,retail,agent,wrong_sequence,benign,16,1852,342
L2 Interaction,Chinese,retail,agent,tool_call_argument_error,critical,9,1852,342
L2 Interaction,Chinese,retail,agent,tool_call_argument_error,benign,10,1852,342
L2 Interaction,Chinese,retail,agent,irrelevant_tool_call,critical,0,1852,342
L2 Interaction,Chinese,retail,agent,irrelevant_tool_call,benign,5,1852,342
L2 Interaction,Chinese,retail,agent,tool_call_schema_error,critical,0,1852,342
L2 Interaction,Chinese,retail,agent,tool_call_schema_error,benign,4,1852,342
L2 Interaction,Chinese,retail,agent,revealed_info_early,critical,1,1852,342
L2 Interaction,Chinese,retail,agent,revealed_info_early,benign,2,1852,342
L2 Interaction,Chinese,retail,agent,other,critical,0,1852,342
L2 Interaction,Chinese,retail,agent,other,benign,3,1852,342
L2 Interaction,Chinese,retail,agent,interruption_error,critical,0,1852,342
L2 Interaction,Chinese,retail,agent,interruption_error,benign,0,1852,342
L2 Interaction,Chinese,retail,user,outcome,critical,81,1714,342
L2 Interaction,Chinese,retail,user,outcome,benign,126,1714,342
L2 Interaction,Chinese,retail,user,outcome,correct,135,1714,342
L2 Interaction,Chinese,retail,user,guideline_violation,critical,38,1714,342
L2 Interaction,Chinese,retail,user,guideline_violation,benign,42,1714,342
L2 Interaction,Chinese,retail,user,missed_required_action,critical,3,1714,342
L2 Interaction,Chinese,retail,user,missed_required_action,benign,1,1714,342
L2 Interaction,Chinese,retail,user,incorrect_interpretation,critical,1,1714,342
L2 Interaction,Chinese,retail,user,incorrect_interpretation,benign,13,1714,342
L2 Interaction,Chinese,retail,user,premature_termination,critical,16,1714,342
L2 Interaction,Chinese,retail,user,premature_termination,benign,22,1714,342
L2 Interaction,Chinese,retail,user,inconsistent_behavior,critical,32,1714,342
L2 Interaction,Chinese,retail,user,inconsistent_behavior,benign,81,1714,342
L2 Interaction,Chinese,retail,user,hallucination,critical,55,1714,342
L2 Interaction,Chinese,retail,user,hallucination,benign,86,1714,342
L2 Interaction,Chinese,retail,user,wrong_sequence,critical,0,1714,342
L2 Interaction,Chinese,retail,user,wrong_sequence,benign,0,1714,342
L2 Interaction,Chinese,retail,user,tool_call_argument_error,critical,0,1714,342
L2 Interaction,Chinese,retail,user,tool_call_argument_error,benign,0,1714,342
L2 Interaction,Chinese,retail,user,irrelevant_tool_call,critical,0,1714,342
L2 Interaction,Chinese,retail,user,irrelevant_tool_call,benign,0,1714,342
L2 Interaction,Chinese,retail,user,tool_call_schema_error,critical,0,1714,342
L2 Interaction,Chinese,retail,user,tool_call_schema_error,benign,0,1714,342
L2 Interaction,Chinese,retail,user,revealed_info_early,critical,0,1714,342
L2 Interaction,Chinese,retail,user,revealed_info_early,benign,0,1714,342
L2 Interaction,Chinese,retail,user,other,critical,0,1714,342
L2 Interaction,Chinese,retail,user,other,benign,8,1714,342
L2 Interaction,Chinese,retail,user,interruption_error,critical,0,1714,342
L2 Interaction,Chinese,retail,user,interruption_error,benign,0,1714,342
L2 Interaction,Filipino,retail,agent,outcome,critical,103,1958,342
L2 Interaction,Filipino,retail,agent,outcome,benign,88,1958,342
L2 Interaction,Filipino,retail,agent,outcome,correct,151,1958,342
L2 Interaction,Filipino,retail,agent,guideline_violation,critical,86,1958,342
L2 Interaction,Filipino,retail,agent,guideline_violation,benign,94,1958,342
L2 Interaction,Filipino,retail,agent,missed_required_action,critical,94,1958,342
L2 Interaction,Filipino,retail,agent,missed_required_action,benign,63,1958,342
L2 Interaction,Filipino,retail,agent,incorrect_interpretation,critical,37,1958,342
L2 Interaction,Filipino,retail,agent,incorrect_interpretation,benign,39,1958,342
L2 Interaction,Filipino,retail,agent,premature_termination,critical,9,1958,342
L2 Interaction,Filipino,retail,agent,premature_termination,benign,5,1958,342
L2 Interaction,Filipino,retail,agent,inconsistent_behavior,critical,8,1958,342
L2 Interaction,Filipino,retail,agent,inconsistent_behavior,benign,16,1958,342
L2 Interaction,Filipino,retail,agent,hallucination,critical,10,1958,342
L2 Interaction,Filipino,retail,agent,hallucination,benign,10,1958,342
L2 Interaction,Filipino,retail,agent,wrong_sequence,critical,23,1958,342
L2 Interaction,Filipino,retail,agent,wrong_sequence,benign,15,1958,342
L2 Interaction,Filipino,retail,agent,tool_call_argument_error,critical,5,1958,342
L2 Interaction,Filipino,retail,agent,tool_call_argument_error,benign,3,1958,342
L2 Interaction,Filipino,retail,agent,irrelevant_tool_call,critical,0,1958,342
L2 Interaction,Filipino,retail,agent,irrelevant_tool_call,benign,2,1958,342
L2 Interaction,Filipino,retail,agent,tool_call_schema_error,critical,4,1958,342
L2 Interaction,Filipino,retail,agent,tool_call_schema_error,benign,9,1958,342
L2 Interaction,Filipino,retail,agent,revealed_info_early,critical,2,1958,342
L2 Interaction,Filipino,retail,agent,revealed_info_early,benign,3,1958,342
L2 Interaction,Filipino,retail,agent,other,critical,0,1958,342
L2 Interaction,Filipino,retail,agent,other,benign,3,1958,342
L2 Interaction,Filipino,retail,agent,interruption_error,critical,0,1958,342
L2 Interaction,Filipino,retail,agent,interruption_error,benign,0,1958,342
L2 Interaction,Filipino,retail,user,outcome,critical,105,1894,342
L2 Interaction,Filipino,retail,user,outcome,benign,129,1894,342
L2 Interaction,Filipino,retail,user,outcome,correct,108,1894,342
L2 Interaction,Filipino,retail,user,guideline_violation,critical,31,1894,342
L2 Interaction,Filipino,retail,user,guideline_violation,benign,56,1894,342
L2 Interaction,Filipino,retail,user,missed_required_action,critical,3,1894,342
L2 Interaction,Filipino,retail,user,missed_required_action,benign,3,1894,342
L2 Interaction,Filipino,retail,user,incorrect_interpretation,critical,10,1894,342
L2 Interaction,Filipino,retail,user,incorrect_interpretation,benign,7,1894,342
L2 Interaction,Filipino,retail,user,premature_termination,critical,10,1894,342
L2 Interaction,Filipino,retail,user,premature_termination,benign,15,1894,342
L2 Interaction,Filipino,retail,user,inconsistent_behavior,critical,44,1894,342
L2 Interaction,Filipino,retail,user,inconsistent_behavior,benign,101,1894,342
L2 Interaction,Filipino,retail,user,hallucination,critical,95,1894,342
L2 Interaction,Filipino,retail,user,hallucination,benign,108,1894,342
L2 Interaction,Filipino,retail,user,wrong_sequence,critical,0,1894,342
L2 Interaction,Filipino,retail,user,wrong_sequence,benign,0,1894,342
L2 Interaction,Filipino,retail,user,tool_call_argument_error,critical,0,1894,342
L2 Interaction,Filipino,retail,user,tool_call_argument_error,benign,0,1894,342
L2 Interaction,Filipino,retail,user,irrelevant_tool_call,critical,0,1894,342
L2 Interaction,Filipino,retail,user,irrelevant_tool_call,benign,0,1894,342
L2 Interaction,Filipino,retail,user,tool_call_schema_error,critical,0,1894,342
L2 Interaction,Filipino,retail,user,tool_call_schema_error,benign,0,1894,342
L2 Interaction,Filipino,retail,user,revealed_info_early,critical,0,1894,342
L2 Interaction,Filipino,retail,user,revealed_info_early,benign,0,1894,342
L2 Interaction,Filipino,retail,user,other,critical,1,1894,342
L2 Interaction,Filipino,retail,user,other,benign,1,1894,342
L2 Interaction,Filipino,retail,user,interruption_error,critical,0,1894,342
L2 Interaction,Filipino,retail,user,interruption_error,benign,0,1894,342
L2 Interaction,Vietnamese,telecom,agent,outcome,critical,101,3249,342
L2 Interaction,Vietnamese,telecom,agent,outcome,benign,116,3249,342
L2 Interaction,Vietnamese,telecom,agent,outcome,correct,125,3249,342
L2 Interaction,Vietnamese,telecom,agent,guideline_violation,critical,77,3249,342
L2 Interaction,Vietnamese,telecom,agent,guideline_violation,benign,128,3249,342
L2 Interaction,Vietnamese,telecom,agent,missed_required_action,critical,106,3249,342
L2 Interaction,Vietnamese,telecom,agent,missed_required_action,benign,132,3249,342
L2 Interaction,Vietnamese,telecom,agent,incorrect_interpretation,critical,38,3249,342
L2 Interaction,Vietnamese,telecom,agent,incorrect_interpretation,benign,84,3249,342
L2 Interaction,Vietnamese,telecom,agent,premature_termination,critical,25,3249,342
L2 Interaction,Vietnamese,telecom,agent,premature_termination,benign,6,3249,342
L2 Interaction,Vietnamese,telecom,agent,inconsistent_behavior,critical,15,3249,342
L2 Interaction,Vietnamese,telecom,agent,inconsistent_behavior,benign,49,3249,342
L2 Interaction,Vietnamese,telecom,agent,hallucination,critical,6,3249,342
L2 Interaction,Vietnamese,telecom,agent,hallucination,benign,16,3249,342
L2 Interaction,Vietnamese,telecom,agent,wrong_sequence,critical,13,3249,342
L2 Interaction,Vietnamese,telecom,agent,wrong_sequence,benign,24,3249,342
L2 Interaction,Vietnamese,telecom,agent,tool_call_argument_error,critical,6,3249,342
L2 Interaction,Vietnamese,telecom,agent,tool_call_argument_error,benign,7,3249,342
L2 Interaction,Vietnamese,telecom,agent,irrelevant_tool_call,critical,4,3249,342
L2 Interaction,Vietnamese,telecom,agent,irrelevant_tool_call,benign,36,3249,342
L2 Interaction,Vietnamese,telecom,agent,tool_call_schema_error,critical,1,3249,342
L2 Interaction,Vietnamese,telecom,agent,tool_call_schema_error,benign,3,3249,342
L2 Interaction,Vietnamese,telecom,agent,revealed_info_early,critical,2,3249,342
L2 Interaction,Vietnamese,telecom,agent,revealed_info_early,benign,2,3249,342
L2 Interaction,Vietnamese,telecom,agent,other,critical,1,3249,342
L2 Interaction,Vietnamese,telecom,agent,other,benign,6,3249,342
L2 Interaction,Vietnamese,telecom,agent,interruption_error,critical,0,3249,342
L2 Interaction,Vietnamese,telecom,agent,interruption_error,benign,0,3249,342
L2 Interaction,Vietnamese,telecom,user,outcome,critical,52,4313,342
L2 Interaction,Vietnamese,telecom,user,outcome,benign,146,4313,342
L2 Interaction,Vietnamese,telecom,user,outcome,correct,144,4313,342
L2 Interaction,Vietnamese,telecom,user,guideline_violation,critical,10,4313,342
L2 Interaction,Vietnamese,telecom,user,guideline_violation,benign,93,4313,342
L2 Interaction,Vietnamese,telecom,user,missed_required_action,critical,3,4313,342
L2 Interaction,Vietnamese,telecom,user,missed_required_action,benign,9,4313,342
L2 Interaction,Vietnamese,telecom,user,incorrect_interpretation,critical,6,4313,342
L2 Interaction,Vietnamese,telecom,user,incorrect_interpretation,benign,30,4313,342
L2 Interaction,Vietnamese,telecom,user,premature_termination,critical,9,4313,342
L2 Interaction,Vietnamese,telecom,user,premature_termination,benign,24,4313,342
L2 Interaction,Vietnamese,telecom,user,inconsistent_behavior,critical,19,4313,342
L2 Interaction,Vietnamese,telecom,user,inconsistent_behavior,benign,207,4313,342
L2 Interaction,Vietnamese,telecom,user,hallucination,critical,34,4313,342
L2 Interaction,Vietnamese,telecom,user,hallucination,benign,96,4313,342
L2 Interaction,Vietnamese,telecom,user,wrong_sequence,critical,0,4313,342
L2 Interaction,Vietnamese,telecom,user,wrong_sequence,benign,0,4313,342
L2 Interaction,Vietnamese,telecom,user,tool_call_argument_error,critical,2,4313,342
L2 Interaction,Vietnamese,telecom,user,tool_call_argument_error,benign,7,4313,342
L2 Interaction,Vietnamese,telecom,user,irrelevant_tool_call,critical,0,4313,342
L2 Interaction,Vietnamese,telecom,user,irrelevant_tool_call,benign,1,4313,342
L2 Interaction,Vietnamese,telecom,user,tool_call_schema_error,critical,5,4313,342
L2 Interaction,Vietnamese,telecom,user,tool_call_schema_error,benign,6,4313,342
L2 Interaction,Vietnamese,telecom,user,revealed_info_early,critical,0,4313,342
L2 Interaction,Vietnamese,telecom,user,revealed_info_early,benign,0,4313,342
L2 Interaction,Vietnamese,telecom,user,other,critical,1,4313,342
L2 Interaction,Vietnamese,telecom,user,other,benign,9,4313,342
L2 Interaction,Vietnamese,telecom,user,interruption_error,critical,0,4313,342
L2 Interaction,Vietnamese,telecom,user,interruption_error,benign,0,4313,342
L2 Interaction,Thai,telecom,agent,outcome,critical,125,2575,342
L2 Interaction,Thai,telecom,agent,outcome,benign,90,2575,342
L2 Interaction,Thai,telecom,agent,outcome,correct,127,2575,342
L2 Interaction,Thai,telecom,agent,guideline_violation,critical,99,2575,342
L2 Interaction,Thai,telecom,agent,guideline_violation,benign,105,2575,342
L2 Interaction,Thai,telecom,agent,missed_required_action,critical,142,2575,342
L2 Interaction,Thai,telecom,agent,missed_required_action,benign,118,2575,342
L2 Interaction,Thai,telecom,agent,incorrect_interpretation,critical,47,2575,342
L2 Interaction,Thai,telecom,agent,incorrect_interpretation,benign,100,2575,342
L2 Interaction,Thai,telecom,agent,premature_termination,critical,36,2575,342
L2 Interaction,Thai,telecom,agent,premature_termination,benign,4,2575,342
L2 Interaction,Thai,telecom,agent,inconsistent_behavior,critical,16,2575,342
L2 Interaction,Thai,telecom,agent,inconsistent_behavior,benign,29,2575,342
L2 Interaction,Thai,telecom,agent,hallucination,critical,7,2575,342
L2 Interaction,Thai,telecom,agent,hallucination,benign,15,2575,342
L2 Interaction,Thai,telecom,agent,wrong_sequence,critical,7,2575,342
L2 Interaction,Thai,telecom,agent,wrong_sequence,benign,27,2575,342
L2 Interaction,Thai,telecom,agent,tool_call_argument_error,critical,4,2575,342
L2 Interaction,Thai,telecom,agent,tool_call_argument_error,benign,19,2575,342
L2 Interaction,Thai,telecom,agent,irrelevant_tool_call,critical,7,2575,342
L2 Interaction,Thai,telecom,agent,irrelevant_tool_call,benign,24,2575,342
L2 Interaction,Thai,telecom,agent,tool_call_schema_error,critical,0,2575,342
L2 Interaction,Thai,telecom,agent,tool_call_schema_error,benign,6,2575,342
L2 Interaction,Thai,telecom,agent,revealed_info_early,critical,2,2575,342
L2 Interaction,Thai,telecom,agent,revealed_info_early,benign,2,2575,342
L2 Interaction,Thai,telecom,agent,other,critical,0,2575,342
L2 Interaction,Thai,telecom,agent,other,benign,10,2575,342
L2 Interaction,Thai,telecom,agent,interruption_error,critical,0,2575,342
L2 Interaction,Thai,telecom,agent,interruption_error,benign,0,2575,342
L2 Interaction,Thai,telecom,user,outcome,critical,59,3260,342
L2 Interaction,Thai,telecom,user,outcome,benign,133,3260,342
L2 Interaction,Thai,telecom,user,outcome,correct,150,3260,342
L2 Interaction,Thai,telecom,user,guideline_violation,critical,30,3260,342
L2 Interaction,Thai,telecom,user,guideline_violation,benign,77,3260,342
L2 Interaction,Thai,telecom,user,missed_required_action,critical,6,3260,342
L2 Interaction,Thai,telecom,user,missed_required_action,benign,16,3260,342
L2 Interaction,Thai,telecom,user,incorrect_interpretation,critical,2,3260,342
L2 Interaction,Thai,telecom,user,incorrect_interpretation,benign,36,3260,342
L2 Interaction,Thai,telecom,user,premature_termination,critical,12,3260,342
L2 Interaction,Thai,telecom,user,premature_termination,benign,20,3260,342
L2 Interaction,Thai,telecom,user,inconsistent_behavior,critical,26,3260,342
L2 Interaction,Thai,telecom,user,inconsistent_behavior,benign,186,3260,342
L2 Interaction,Thai,telecom,user,hallucination,critical,47,3260,342
L2 Interaction,Thai,telecom,user,hallucination,benign,67,3260,342
L2 Interaction,Thai,telecom,user,wrong_sequence,critical,0,3260,342
L2 Interaction,Thai,telecom,user,wrong_sequence,benign,11,3260,342
L2 Interaction,Thai,telecom,user,tool_call_argument_error,critical,0,3260,342
L2 Interaction,Thai,telecom,user,tool_call_argument_error,benign,2,3260,342
L2 Interaction,Thai,telecom,user,irrelevant_tool_call,critical,0,3260,342
L2 Interaction,Thai,telecom,user,irrelevant_tool_call,benign,1,3260,342
L2 Interaction,Thai,telecom,user,tool_call_schema_error,critical,0,3260,342
L2 Interaction,Thai,telecom,user,tool_call_schema_error,benign,0,3260,342
L2 Interaction,Thai,telecom,user,revealed_info_early,critical,0,3260,342
L2 Interaction,Thai,telecom,user,revealed_info_early,benign,2,3260,342
L2 Interaction,Thai,telecom,user,other,critical,0,3260,342
L2 Interaction,Thai,telecom,user,other,benign,13,3260,342
L2 Interaction,Thai,telecom,user,interruption_error,critical,0,3260,342
L2 Interaction,Thai,telecom,user,interruption_error,benign,0,3260,342
L2 Interaction,Indonesian,telecom,agent,outcome,critical,122,3097,342
L2 Interaction,Indonesian,telecom,agent,outcome,benign,100,3097,342
L2 Interaction,Indonesian,telecom,agent,outcome,correct,120,3097,342
L2 Interaction,Indonesian,telecom,agent,guideline_violation,critical,103,3097,342
L2 Interaction,Indonesian,telecom,agent,guideline_violation,benign,116,3097,342
L2 Interaction,Indonesian,telecom,agent,missed_required_action,critical,138,3097,342
L2 Interaction,Indonesian,telecom,agent,missed_required_action,benign,132,3097,342
L2 Interaction,Indonesian,telecom,agent,incorrect_interpretation,critical,43,3097,342
L2 Interaction,Indonesian,telecom,agent,incorrect_interpretation,benign,100,3097,342
L2 Interaction,Indonesian,telecom,agent,premature_termination,critical,28,3097,342
L2 Interaction,Indonesian,telecom,agent,premature_termination,benign,2,3097,342
L2 Interaction,Indonesian,telecom,agent,inconsistent_behavior,critical,12,3097,342
L2 Interaction,Indonesian,telecom,agent,inconsistent_behavior,benign,40,3097,342
L2 Interaction,Indonesian,telecom,agent,hallucination,critical,6,3097,342
L2 Interaction,Indonesian,telecom,agent,hallucination,benign,14,3097,342
L2 Interaction,Indonesian,telecom,agent,wrong_sequence,critical,10,3097,342
L2 Interaction,Indonesian,telecom,agent,wrong_sequence,benign,16,3097,342
L2 Interaction,Indonesian,telecom,agent,tool_call_argument_error,critical,0,3097,342
L2 Interaction,Indonesian,telecom,agent,tool_call_argument_error,benign,4,3097,342
L2 Interaction,Indonesian,telecom,agent,irrelevant_tool_call,critical,5,3097,342
L2 Interaction,Indonesian,telecom,agent,irrelevant_tool_call,benign,19,3097,342
L2 Interaction,Indonesian,telecom,agent,tool_call_schema_error,critical,0,3097,342
L2 Interaction,Indonesian,telecom,agent,tool_call_schema_error,benign,1,3097,342
L2 Interaction,Indonesian,telecom,agent,revealed_info_early,critical,0,3097,342
L2 Interaction,Indonesian,telecom,agent,revealed_info_early,benign,1,3097,342
L2 Interaction,Indonesian,telecom,agent,other,critical,1,3097,342
L2 Interaction,Indonesian,telecom,agent,other,benign,8,3097,342
L2 Interaction,Indonesian,telecom,agent,interruption_error,critical,0,3097,342
L2 Interaction,Indonesian,telecom,agent,interruption_error,benign,0,3097,342
L2 Interaction,Indonesian,telecom,user,outcome,critical,60,4214,342
L2 Interaction,Indonesian,telecom,user,outcome,benign,136,4214,342
L2 Interaction,Indonesian,telecom,user,outcome,correct,146,4214,342
L2 Interaction,Indonesian,telecom,user,guideline_violation,critical,30,4214,342
L2 Interaction,Indonesian,telecom,user,guideline_violation,benign,53,4214,342
L2 Interaction,Indonesian,telecom,user,missed_required_action,critical,1,4214,342
L2 Interaction,Indonesian,telecom,user,missed_required_action,benign,22,4214,342
L2 Interaction,Indonesian,telecom,user,incorrect_interpretation,critical,8,4214,342
L2 Interaction,Indonesian,telecom,user,incorrect_interpretation,benign,49,4214,342
L2 Interaction,Indonesian,telecom,user,premature_termination,critical,10,4214,342
L2 Interaction,Indonesian,telecom,user,premature_termination,benign,18,4214,342
L2 Interaction,Indonesian,telecom,user,inconsistent_behavior,critical,33,4214,342
L2 Interaction,Indonesian,telecom,user,inconsistent_behavior,benign,139,4214,342
L2 Interaction,Indonesian,telecom,user,hallucination,critical,68,4214,342
L2 Interaction,Indonesian,telecom,user,hallucination,benign,74,4214,342
L2 Interaction,Indonesian,telecom,user,wrong_sequence,critical,4,4214,342
L2 Interaction,Indonesian,telecom,user,wrong_sequence,benign,6,4214,342
L2 Interaction,Indonesian,telecom,user,tool_call_argument_error,critical,2,4214,342
L2 Interaction,Indonesian,telecom,user,tool_call_argument_error,benign,1,4214,342
L2 Interaction,Indonesian,telecom,user,irrelevant_tool_call,critical,0,4214,342
L2 Interaction,Indonesian,telecom,user,irrelevant_tool_call,benign,4,4214,342
L2 Interaction,Indonesian,telecom,user,tool_call_schema_error,critical,0,4214,342
L2 Interaction,Indonesian,telecom,user,tool_call_schema_error,benign,2,4214,342
L2 Interaction,Indonesian,telecom,user,revealed_info_early,critical,0,4214,342
L2 Interaction,Indonesian,telecom,user,revealed_info_early,benign,1,4214,342
L2 Interaction,Indonesian,telecom,user,other,critical,1,4214,342
L2 Interaction,Indonesian,telecom,user,other,benign,9,4214,342
L2 Interaction,Indonesian,telecom,user,interruption_error,critical,0,4214,342
L2 Interaction,Indonesian,telecom,user,interruption_error,benign,0,4214,342
L2 Interaction,Chinese,telecom,agent,outcome,critical,95,2090,342
L2 Interaction,Chinese,telecom,agent,outcome,benign,76,2090,342
L2 Interaction,Chinese,telecom,agent,outcome,correct,171,2090,342
L2 Interaction,Chinese,telecom,agent,guideline_violation,critical,71,2090,342
L2 Interaction,Chinese,telecom,agent,guideline_violation,benign,46,2090,342
L2 Interaction,Chinese,telecom,agent,missed_required_action,critical,109,2090,342
L2 Interaction,Chinese,telecom,agent,missed_required_action,benign,107,2090,342
L2 Interaction,Chinese,telecom,agent,incorrect_interpretation,critical,36,2090,342
L2 Interaction,Chinese,telecom,agent,incorrect_interpretation,benign,53,2090,342
L2 Interaction,Chinese,telecom,agent,premature_termination,critical,23,2090,342
L2 Interaction,Chinese,telecom,agent,premature_termination,benign,2,2090,342
L2 Interaction,Chinese,telecom,agent,inconsistent_behavior,critical,4,2090,342
L2 Interaction,Chinese,telecom,agent,inconsistent_behavior,benign,20,2090,342
L2 Interaction,Chinese,telecom,agent,hallucination,critical,3,2090,342
L2 Interaction,Chinese,telecom,agent,hallucination,benign,5,2090,342
L2 Interaction,Chinese,telecom,agent,wrong_sequence,critical,12,2090,342
L2 Interaction,Chinese,telecom,agent,wrong_sequence,benign,7,2090,342
L2 Interaction,Chinese,telecom,agent,tool_call_argument_error,critical,1,2090,342
L2 Interaction,Chinese,telecom,agent,tool_call_argument_error,benign,3,2090,342
L2 Interaction,Chinese,telecom,agent,irrelevant_tool_call,critical,1,2090,342
L2 Interaction,Chinese,telecom,agent,irrelevant_tool_call,benign,6,2090,342
L2 Interaction,Chinese,telecom,agent,tool_call_schema_error,critical,1,2090,342
