primary_label,failure_count,relevant_trials,total_failures,summary_level,scenario,domain,normalized_agent_llm,language_scenario,failure_pct_of_all_failures,failure_pct_of_relevant_trials,failure_label
wrong_write_action,14,150,80,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,filipino,0.175,0.09333333333333334,Wrong write action
wrong_read_arguments,31,342,154,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,indonesian,0.2012987012987013,0.09064327485380116,Wrong read args
wrong_write_action,31,342,142,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_4,0.21830985915492956,0.09064327485380116,Wrong write action
wrong_write_action,13,144,47,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,filipino,0.2765957446808511,0.09027777777777778,Wrong write action
wrong_write_arguments_or_state,30,342,150,scenario_domain_model_language,english,retail,kimi-k2.5,english,0.2,0.08771929824561403,Wrong write args/state
wrong_read_arguments,30,342,175,scenario_domain_model_language,l2_domain,retail,gpt-5-mini,filipino,0.17142857142857143,0.08771929824561403,Wrong read args
wrong_read_arguments,30,342,150,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,thai,0.2,0.08771929824561403,Wrong read args
wrong_read_arguments,30,342,138,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_2,0.21739130434782608,0.08771929824561403,Wrong read args
missing_required_read,13,150,66,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,filipino,0.19696969696969696,0.08666666666666667,Missing read
db_mismatch,13,150,56,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,indonesian,0.23214285714285715,0.08666666666666667,DB mismatch
wrong_write_action,13,150,38,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,filipino,0.34210526315789475,0.08666666666666667,Wrong write action
wrong_write_arguments_or_state,13,150,47,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,thai,0.2765957446808511,0.08666666666666667,Wrong write args/state
wrong_write_action,13,150,40,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,vietnamese,0.325,0.08666666666666667,Wrong write action
wrong_write_arguments_or_state,13,150,36,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,filipino,0.3611111111111111,0.08666666666666667,Wrong write args/state
wrong_write_arguments_or_state,13,150,47,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,chinese,0.2765957446808511,0.08666666666666667,Wrong write args/state
wrong_write_action,13,150,88,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_3,0.14772727272727273,0.08666666666666667,Wrong write action
wrong_write_action,13,150,88,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_4,0.14772727272727273,0.08666666666666667,Wrong write action
wrong_write_action,29,342,108,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,indonesian,0.26851851851851855,0.0847953216374269,Wrong write action
wrong_write_action,29,342,109,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,filipino,0.26605504587155965,0.0847953216374269,Wrong write action
wrong_write_action,29,342,121,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,thai,0.2396694214876033,0.0847953216374269,Wrong write action
wrong_write_arguments_or_state,12,145,41,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,vietnamese,0.2926829268292683,0.08275862068965517,Wrong write args/state
wrong_write_action,28,342,111,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,chinese,0.25225225225225223,0.08187134502923976,Wrong write action
wrong_write_action,28,342,103,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,thai,0.27184466019417475,0.08187134502923976,Wrong write action
wrong_read_arguments,28,342,146,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,filipino,0.1917808219178082,0.08187134502923976,Wrong read args
wrong_read_arguments,28,342,134,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,indonesian,0.208955223880597,0.08187134502923976,Wrong read args
wrong_write_action,28,342,119,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,tool_mix_4,0.23529411764705882,0.08187134502923976,Wrong write action
wrong_write_arguments_or_state,12,150,48,scenario_domain_model_language,english,airline,gpt-5-mini,english,0.25,0.08,Wrong write args/state
db_mismatch,12,150,69,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,vietnamese,0.17391304347826086,0.08,DB mismatch
wrong_write_action,12,150,51,scenario_domain_model_language,l2_domain,airline,kimi-k2.5,chinese,0.23529411764705882,0.08,Wrong write action
wrong_write_action,12,150,57,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,chinese,0.21052631578947367,0.08,Wrong write action
missing_required_read,12,150,61,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,thai,0.19672131147540983,0.08,Missing read
wrong_write_action,12,150,36,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,chinese,0.3333333333333333,0.08,Wrong write action
wrong_read_arguments,12,150,81,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,chinese,0.14814814814814814,0.08,Wrong read args
missing_required_read,12,150,47,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,chinese,0.2553191489361702,0.08,Missing read
wrong_write_arguments_or_state,12,150,57,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,thai,0.21052631578947367,0.08,Wrong write args/state
wrong_write_arguments_or_state,12,150,51,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_3,0.23529411764705882,0.08,Wrong write args/state
db_mismatch,12,150,54,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_4,0.2222222222222222,0.08,DB mismatch
missing_required_read,12,150,54,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_5,0.2222222222222222,0.08,Missing read
wrong_read_arguments,12,150,80,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,filipino,0.15,0.08,Wrong read args
wrong_write_action,27,342,104,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,vietnamese,0.25961538461538464,0.07894736842105263,Wrong write action
wrong_write_arguments_or_state,27,342,264,scenario_domain_model_language,l2_interaction,telecom,qwen3-235b-a22b-inst,chinese,0.10227272727272728,0.07894736842105263,Wrong write args/state
wrong_write_action,27,342,96,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,chinese,0.28125,0.07894736842105263,Wrong write action
wrong_write_action,27,342,114,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,tool_mix_3,0.23684210526315788,0.07894736842105263,Wrong write action
wrong_read_arguments,27,342,147,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,tool_mix_5,0.1836734693877551,0.07894736842105263,Wrong read args
wrong_write_arguments_or_state,11,144,47,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,filipino,0.23404255319148937,0.0763888888888889,Wrong write args/state
wrong_write_action,26,342,118,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,filipino,0.22033898305084745,0.07602339181286549,Wrong write action
missing_required_read,11,150,69,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,vietnamese,0.15942028985507245,0.07333333333333333,Missing read
wrong_write_arguments_or_state,11,150,68,scenario_domain_model_language,l2_domain,airline,kimi-k2.5,thai,0.16176470588235295,0.07333333333333333,Wrong write args/state
db_mismatch,11,150,61,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,thai,0.18032786885245902,0.07333333333333333,DB mismatch
db_mismatch,11,150,54,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,vietnamese,0.2037037037037037,0.07333333333333333,DB mismatch
missing_required_read,11,150,54,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,vietnamese,0.2037037037037037,0.07333333333333333,Missing read
wrong_write_action,11,150,81,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,chinese,0.13580246913580246,0.07333333333333333,Wrong write action
missing_required_read,11,150,50,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,filipino,0.22,0.07333333333333333,Missing read
missing_required_read,11,150,57,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,thai,0.19298245614035087,0.07333333333333333,Missing read
missing_required_read,11,150,48,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_2,0.22916666666666666,0.07333333333333333,Missing read
missing_required_read,11,150,51,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_3,0.21568627450980393,0.07333333333333333,Missing read
wrong_read_arguments,11,150,78,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,chinese,0.14102564102564102,0.07333333333333333,Wrong read args
wrong_read_arguments,11,150,88,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_5,0.125,0.07333333333333333,Wrong read args
wrong_write_action,25,342,138,scenario_domain_model_language,l2_domain,retail,gpt-5-mini,chinese,0.18115942028985507,0.07309941520467836,Wrong write action
loop_or_recovery_failure,25,342,194,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,indonesian,0.12886597938144329,0.07309941520467836,Loop/recovery
wrong_read_arguments,25,342,153,scenario_domain_model_language,l2_domain,retail,qwen3.6-35b-a3b,indonesian,0.16339869281045752,0.07309941520467836,Wrong read args
wrong_read_arguments,25,342,146,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,thai,0.17123287671232876,0.07309941520467836,Wrong read args
wrong_read_arguments,25,342,152,scenario_domain_model_language,l2_interaction,retail,qwen3-235b-a22b-inst,vietnamese,0.16447368421052633,0.07309941520467836,Wrong read args
wrong_read_arguments,25,342,103,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,chinese,0.24271844660194175,0.07309941520467836,Wrong read args
wrong_read_arguments,25,342,95,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,vietnamese,0.2631578947368421,0.07309941520467836,Wrong read args
wrong_write_action,25,342,114,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,tool_mix_2,0.21929824561403508,0.07309941520467836,Wrong write action
wrong_read_arguments,24,342,150,scenario_domain_model_language,english,retail,kimi-k2.5,english,0.16,0.07017543859649122,Wrong read args
wrong_write_action,24,342,95,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,vietnamese,0.25263157894736843,0.07017543859649122,Wrong write action
loop_or_recovery_failure,24,342,253,scenario_domain_model_language,l2_interaction,telecom,qwen3-235b-a22b-inst,vietnamese,0.09486166007905138,0.07017543859649122,Loop/recovery
wrong_write_action,24,342,104,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,tool_mix_5,0.23076923076923078,0.07017543859649122,Wrong write action
missing_required_read,10,144,47,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,filipino,0.2127659574468085,0.06944444444444445,Missing read
wrong_read_arguments,23,342,194,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,indonesian,0.11855670103092783,0.06725146198830409,Wrong read args
wrong_write_action,23,342,30,scenario_domain_model_language,l2_interaction,telecom,kimi-k2.5,vietnamese,0.7666666666666667,0.06725146198830409,Wrong write action
wrong_read_arguments,23,342,147,scenario_domain_model_language,l2_tools,retail,qwen3-235b-a22b-inst,filipino,0.1564625850340136,0.06725146198830409,Wrong read args
wrong_write_arguments_or_state,10,150,44,scenario_domain_model_language,english,airline,kimi-k2.5,english,0.22727272727272727,0.06666666666666667,Wrong write args/state
db_mismatch,10,150,66,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,filipino,0.15151515151515152,0.06666666666666667,DB mismatch
wrong_write_arguments_or_state,10,150,66,scenario_domain_model_language,l2_domain,airline,kimi-k2.5,vietnamese,0.15151515151515152,0.06666666666666667,Wrong write args/state
wrong_read_arguments,10,150,75,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,chinese,0.13333333333333333,0.06666666666666667,Wrong read args
wrong_read_arguments,10,150,78,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,indonesian,0.1282051282051282,0.06666666666666667,Wrong read args
wrong_read_arguments,10,150,77,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,vietnamese,0.12987012987012986,0.06666666666666667,Wrong read args
wrong_write_arguments_or_state,10,150,67,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,chinese,0.14925373134328357,0.06666666666666667,Wrong write args/state
missing_required_read,10,150,57,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,filipino,0.17543859649122806,0.06666666666666667,Missing read
wrong_write_arguments_or_state,10,150,36,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,chinese,0.2777777777777778,0.06666666666666667,Wrong write args/state
wrong_read_arguments,10,150,78,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,vietnamese,0.1282051282051282,0.06666666666666667,Wrong read args
wrong_write_arguments_or_state,10,150,32,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,chinese,0.3125,0.06666666666666667,Wrong write args/state
wrong_write_arguments_or_state,10,150,50,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,filipino,0.2,0.06666666666666667,Wrong write args/state
db_mismatch,10,150,57,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,thai,0.17543859649122806,0.06666666666666667,DB mismatch
wrong_read_arguments,10,150,90,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,indonesian,0.1111111111111111,0.06666666666666667,Wrong read args
wrong_read_arguments,10,150,93,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,thai,0.10752688172043011,0.06666666666666667,Wrong read args
loop_or_recovery_failure,22,342,251,scenario_domain_model_language,l2_domain,retail,qwen3-235b-a22b-inst,chinese,0.08764940239043825,0.06432748538011696,Loop/recovery
wrong_read_arguments,22,342,107,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,vietnamese,0.205607476635514,0.06432748538011696,Wrong read args
loop_or_recovery_failure,21,342,47,scenario_domain_model_language,l2_domain,telecom,kimi-k2.5,chinese,0.44680851063829785,0.06140350877192982,Loop/recovery
wrong_read_arguments,21,342,123,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,indonesian,0.17073170731707318,0.06140350877192982,Wrong read args
db_mismatch,9,150,59,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,chinese,0.15254237288135594,0.06,DB mismatch
db_mismatch,9,150,60,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,indonesian,0.15,0.06,DB mismatch
missing_required_read,9,150,60,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,indonesian,0.15,0.06,Missing read
wrong_write_action,9,150,41,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,indonesian,0.21951219512195122,0.06,Wrong write action
missing_required_read,9,150,56,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,indonesian,0.16071428571428573,0.06,Missing read
wrong_write_action,9,150,56,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,indonesian,0.16071428571428573,0.06,Wrong write action
wrong_write_arguments_or_state,9,150,38,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,filipino,0.23684210526315788,0.06,Wrong write args/state
wrong_write_arguments_or_state,9,150,39,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,indonesian,0.23076923076923078,0.06,Wrong write args/state
wrong_write_action,9,150,78,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,vietnamese,0.11538461538461539,0.06,Wrong write action
wrong_write_action,9,150,32,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,chinese,0.28125,0.06,Wrong write action
wrong_write_action,9,150,47,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,chinese,0.19148936170212766,0.06,Wrong write action
db_mismatch,9,150,51,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_3,0.17647058823529413,0.06,DB mismatch
wrong_write_arguments_or_state,9,150,54,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_4,0.16666666666666666,0.06,Wrong write args/state
wrong_read_arguments,9,150,88,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_3,0.10227272727272728,0.06,Wrong read args
wrong_write_arguments_or_state,20,341,150,scenario_domain_model_language,l2_interaction,telecom,gpt-5-mini,vietnamese,0.13333333333333333,0.05865102639296188,Wrong write args/state
missing_required_read,20,342,231,scenario_domain_model_language,l2_domain,retail,gpt-5-mini,thai,0.08658008658008658,0.05847953216374269,Missing read
wrong_read_arguments,20,342,95,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,chinese,0.21052631578947367,0.05847953216374269,Wrong read args
wrong_read_arguments,20,342,109,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,filipino,0.1834862385321101,0.05847953216374269,Wrong read args
wrong_read_arguments,19,342,111,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,chinese,0.17117117117117117,0.05555555555555555,Wrong read args
missing_required_read,8,150,48,scenario_domain_model_language,english,airline,gpt-5-mini,english,0.16666666666666666,0.05333333333333334,Missing read
wrong_read_arguments,8,150,81,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,thai,0.09876543209876543,0.05333333333333334,Wrong read args
db_mismatch,8,150,57,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,filipino,0.14035087719298245,0.05333333333333334,DB mismatch
wrong_read_arguments,8,150,36,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,filipino,0.2222222222222222,0.05333333333333334,Wrong read args
wrong_write_action,8,150,36,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,filipino,0.2222222222222222,0.05333333333333334,Wrong write action
wrong_write_action,8,150,34,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,indonesian,0.23529411764705882,0.05333333333333334,Wrong write action
wrong_write_action,8,150,32,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,vietnamese,0.25,0.05333333333333334,Wrong write action
missing_required_read,8,150,47,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,indonesian,0.1702127659574468,0.05333333333333334,Missing read
wrong_write_arguments_or_state,8,150,48,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_2,0.16666666666666666,0.05333333333333334,Wrong write args/state
db_mismatch,8,150,52,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,vietnamese,0.15384615384615385,0.05333333333333334,DB mismatch
missing_required_read,8,150,52,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,vietnamese,0.15384615384615385,0.05333333333333334,Missing read
wrong_read_arguments,8,150,88,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_4,0.09090909090909091,0.05333333333333334,Wrong read args
wrong_read_arguments,8,150,83,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,vietnamese,0.0963855421686747,0.05333333333333334,Wrong read args
wrong_write_arguments_or_state,18,340,136,scenario_domain_model_language,l2_domain,telecom,gpt-5-mini,thai,0.1323529411764706,0.052941176470588235,Wrong write args/state
wrong_read_arguments,18,342,118,scenario_domain_model_language,english,retail,qwen3.6-35b-a3b,english,0.15254237288135594,0.05263157894736842,Wrong read args
wrong_read_arguments,18,342,111,scenario_domain_model_language,l2_interaction,retail,kimi-k2.5,filipino,0.16216216216216217,0.05263157894736842,Wrong read args
wrong_write_action,18,342,103,scenario_domain_model_language,l2_interaction,retail,qwen3.6-35b-a3b,chinese,0.17475728155339806,0.05263157894736842,Wrong write action
wrong_write_arguments_or_state,18,342,135,scenario_domain_model_language,l2_interaction,telecom,gpt-5-mini,thai,0.13333333333333333,0.05263157894736842,Wrong write args/state
wrong_read_arguments,17,342,157,scenario_domain_model_language,l2_domain,retail,gpt-5-mini,indonesian,0.10828025477707007,0.049707602339181284,Wrong read args
wrong_write_action,17,342,47,scenario_domain_model_language,l2_domain,telecom,kimi-k2.5,chinese,0.3617021276595745,0.049707602339181284,Wrong write action
loop_or_recovery_failure,17,342,69,scenario_domain_model_language,l2_domain,telecom,kimi-k2.5,indonesian,0.2463768115942029,0.049707602339181284,Loop/recovery
premature_final_or_incomplete_resolution,17,342,245,scenario_domain_model_language,l2_domain,telecom,qwen3-235b-a22b-inst,thai,0.06938775510204082,0.049707602339181284,Premature/incomplete
wrong_write_arguments_or_state,17,342,211,scenario_domain_model_language,l2_domain,telecom,qwen3-235b-a22b-inst,vietnamese,0.08056872037914692,0.049707602339181284,Wrong write args/state
wrong_read_arguments,17,342,121,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,thai,0.14049586776859505,0.049707602339181284,Wrong read args
loop_or_recovery_failure,7,144,47,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,filipino,0.14893617021276595,0.04861111111111111,Loop/recovery
wrong_read_arguments,15,310,138,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,vietnamese,0.10869565217391304,0.04838709677419355,Wrong read args
db_mismatch,16,341,195,scenario_domain_model_language,l2_domain,telecom,qwen3-235b-a22b-inst,indonesian,0.08205128205128205,0.0469208211143695,DB mismatch
wrong_read_arguments,16,342,138,scenario_domain_model_language,l2_domain,retail,gpt-5-mini,chinese,0.11594202898550725,0.04678362573099415,Wrong read args
wrong_read_arguments,16,342,230,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,thai,0.06956521739130435,0.04678362573099415,Wrong read args
missing_required_read,7,150,59,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,chinese,0.11864406779661017,0.04666666666666667,Missing read
db_mismatch,7,150,75,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,chinese,0.09333333333333334,0.04666666666666667,DB mismatch
db_mismatch,7,150,79,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,filipino,0.08860759493670886,0.04666666666666667,DB mismatch
wrong_read_arguments,7,150,79,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,filipino,0.08860759493670886,0.04666666666666667,Wrong read args
wrong_write_arguments_or_state,7,150,68,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,thai,0.10294117647058823,0.04666666666666667,Wrong write args/state
db_mismatch,7,150,57,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,chinese,0.12280701754385964,0.04666666666666667,DB mismatch
wrong_write_action,7,150,54,scenario_domain_model_language,l2_interaction,airline,gpt-5-mini,vietnamese,0.12962962962962962,0.04666666666666667,Wrong write action
db_mismatch,7,150,38,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,filipino,0.18421052631578946,0.04666666666666667,DB mismatch
wrong_read_arguments,7,150,84,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,filipino,0.08333333333333333,0.04666666666666667,Wrong read args
missing_required_read,7,150,77,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,thai,0.09090909090909091,0.04666666666666667,Missing read
wrong_read_arguments,7,150,77,scenario_domain_model_language,l2_interaction,airline,qwen3-235b-a22b-inst,thai,0.09090909090909091,0.04666666666666667,Wrong read args
wrong_write_arguments_or_state,7,150,32,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,vietnamese,0.21875,0.04666666666666667,Wrong write args/state
db_mismatch,7,150,47,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,chinese,0.14893617021276595,0.04666666666666667,DB mismatch
db_mismatch,7,150,48,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_2,0.14583333333333334,0.04666666666666667,DB mismatch
missing_required_read,7,150,54,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,tool_mix_4,0.12962962962962962,0.04666666666666667,Missing read
wrong_read_arguments,7,150,84,scenario_domain_model_language,l2_tools,airline,qwen3-235b-a22b-inst,tool_mix_2,0.08333333333333333,0.04666666666666667,Wrong read args
wrong_read_arguments,15,342,108,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,indonesian,0.1388888888888889,0.043859649122807015,Wrong read args
db_mismatch,6,145,41,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,vietnamese,0.14634146341463414,0.041379310344827586,DB mismatch
wrong_read_arguments,14,340,133,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,chinese,0.10526315789473684,0.041176470588235294,Wrong read args
wrong_read_arguments,14,341,142,scenario_domain_model_language,l2_domain,retail,gpt-5-mini,vietnamese,0.09859154929577464,0.04105571847507331,Wrong read args
wrong_write_arguments_or_state,14,341,118,scenario_domain_model_language,l2_tools,telecom,gpt-5-mini,tool_mix_5,0.11864406779661017,0.04105571847507331,Wrong write args/state
wrong_read_arguments,14,342,190,scenario_domain_model_language,l2_domain,retail,kimi-k2.5,filipino,0.07368421052631578,0.04093567251461988,Wrong read args
wrong_read_arguments,14,342,103,scenario_domain_model_language,l2_interaction,retail,gpt-5-mini,thai,0.13592233009708737,0.04093567251461988,Wrong read args
db_mismatch,14,342,228,scenario_domain_model_language,l2_interaction,telecom,qwen3-235b-a22b-inst,indonesian,0.06140350877192982,0.04093567251461988,DB mismatch
db_mismatch,14,342,253,scenario_domain_model_language,l2_interaction,telecom,qwen3-235b-a22b-inst,vietnamese,0.05533596837944664,0.04093567251461988,DB mismatch
wrong_read_arguments,14,342,119,scenario_domain_model_language,l2_tools,retail,gpt-5-mini,tool_mix_4,0.11764705882352941,0.04093567251461988,Wrong read args
wrong_write_arguments_or_state,14,342,96,scenario_domain_model_language,l2_tools,telecom,gpt-5-mini,filipino,0.14583333333333334,0.04093567251461988,Wrong write args/state
premature_final_or_incomplete_resolution,14,342,250,scenario_domain_model_language,l2_tools,telecom,qwen3-235b-a22b-inst,indonesian,0.056,0.04093567251461988,Premature/incomplete
db_mismatch,6,150,48,scenario_domain_model_language,english,airline,gpt-5-mini,english,0.125,0.04,DB mismatch
missing_required_read,6,150,44,scenario_domain_model_language,english,airline,kimi-k2.5,english,0.13636363636363635,0.04,Missing read
missing_required_read,6,150,61,scenario_domain_model_language,l2_domain,airline,gpt-5-mini,thai,0.09836065573770492,0.04,Missing read
db_mismatch,6,150,51,scenario_domain_model_language,l2_domain,airline,kimi-k2.5,chinese,0.11764705882352941,0.04,DB mismatch
loop_or_recovery_failure,6,150,51,scenario_domain_model_language,l2_domain,airline,kimi-k2.5,chinese,0.11764705882352941,0.04,Loop/recovery
db_mismatch,6,150,81,scenario_domain_model_language,l2_domain,airline,qwen3-235b-a22b-inst,thai,0.07407407407407407,0.04,DB mismatch
db_mismatch,6,150,67,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,chinese,0.08955223880597014,0.04,DB mismatch
missing_required_read,6,150,41,scenario_domain_model_language,l2_domain,airline,qwen3.6-35b-a3b,indonesian,0.14634146341463414,0.04,Missing read
db_mismatch,6,150,36,scenario_domain_model_language,l2_interaction,airline,kimi-k2.5,chinese,0.16666666666666666,0.04,DB mismatch
db_mismatch,6,150,32,scenario_domain_model_language,l2_interaction,airline,qwen3.6-35b-a3b,vietnamese,0.1875,0.04,DB mismatch
db_mismatch,6,150,47,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,indonesian,0.1276595744680851,0.04,DB mismatch
wrong_read_arguments,6,150,57,scenario_domain_model_language,l2_tools,airline,gpt-5-mini,thai,0.10526315789473684,0.04,Wrong read args
wrong_write_arguments_or_state,13,341,149,scenario_domain_model_language,l2_domain,telecom,gpt-5-mini,vietnamese,0.087248322147651,0.03812316715542522,Wrong write args/state
wrong_write_arguments_or_state,13,341,97,scenario_domain_model_language,l2_tools,telecom,gpt-5-mini,thai,0.13402061855670103,0.03812316715542522,Wrong write args/state
wrong_write_arguments_or_state,13,341,114,scenario_domain_model_language,l2_tools,telecom,gpt-5-mini,tool_mix_2,0.11403508771929824,0.03812316715542522,Wrong write args/state
